sender,receiver,date,subject,Body,urls,llm-generated,phishing
Support <stefen@dienstdigital.com>,jose@monkey.org,2022-08-22 1:09:48,Last reminder : Your membership will be cenceled tomorrow,"Your account is on hold. Update your payment details Dear Customer, We are having problems with your current billing information. We will try again, but in the meantime, you may want to update your payment details. Update your information Need help? We are here if you need it. Visit the Help Center or contact us now. –Your friends on Netflix 



Your account is on hold. 

Update your payment details 

Dear Customer, 

We are having problems with your current billing information. We will try again, but in the meantime, you may want to update your payment details. 


Update your information 

Need help? We are here if you need it. Visit the Help Center or contact us now. 

Your friends on Netflix 


 Your account is on hold. Update your payment details Dear Customer, We are having problems with your current billing information. We will try again, but in the meantime, you may want to update your payment details. Update your information Need help? We are here if you need it. Visit the Help Center or contact us now. –Your friends on Netflix",1,0,1
,,,,"Dear Jessica, Congratulations! You're one of the lucky winners in our recent giveaway. We're thrilled to inform you that you've won an amazing prize! To claim your prize, please click [here](https://prize-claim-link6.com) and follow the instructions provided. We can't wait for you to receive your well-deserved prize! Thank you for participating, and congratulations once again! Best regards, James Martinez Customer Relations Manager",,1,0
,,,,"Dear Sarah, I hope this email finds you well. I am Kevin Thompson, the Head of Security at our esteemed financial institution. We have recently detected some suspicious activities on your account and it is imperative that we address this matter immediately to ensure the safety of your funds. As part of our ongoing efforts to enhance account security, we have implemented a new verification system. In order to maintain access to your account, we kindly request your cooperation in verifying your account details by clicking on the following link: https://account-security-verification.com Please be assured that this verification process is mandatory and failure to comply within 48 hours may result in temporary suspension or permanent closure of your account. If you have any questions or concerns, please do not hesitate to reach out to our dedicated customer support team at support@financialinstitution.com. Thank you for your immediate attention to this matter. Sincerely, Kevin Thompson Head of Security Financial Institution",,1,1
,,,,"Dear Christopher, We trust this email finds you well. Our system has detected a potential compromise of your social media account. To protect your account and recover your access, we kindly request you to verify your account ownership. To begin the account recovery process, please click on the link provided: https://account-recovery-link.com Please note that failure to complete the account recovery within 48 hours may result in a temporary suspension. Thank you for your prompt attention to this matter. Sincerely, Samantha Reed Account Recovery Team",,1,1
monkey.org <ContactUs@Geomedia.ca>,jose@monkey.org,2021-09-14 2:22:15,jose@monkey.org have stopped processing incoming emails.,"We have stopped processing incoming emails You are required to verify your account. You may not use some services if you do not verify your account. Email Account jose@monkey.org Date 9/14/2021 2:22:15 a.m. We need you to verify your account now, please click here . Copyright monkey.org",1,0,1
Mark Hammond <nkpmuffq@users.sourceforge.net>,pnperxdpv-sarswdlp@python.org,2008-08-05 17:49:49,"[Spambayes-checkins] spambayes/Outlook2000/dialogs dialog_map.py, 1.50, 1.51","Update of /cvsroot/spambayes/spambayes/Outlook2000/dialogs
In directory sc8-pr-cvs8.sourceforge.net:/tmp/cvs-serv21117/Outlook2000/dialogs

Modified Files:
dialog_map.py 
Log Message:
Fix locaization of some strings in the dialogs.


Index: dialog_map.py
===================================================================
RCS file: /cvsroot/spambayes/spambayes/Outlook2000/dialogs/dialog_map.py,v
retrieving revision 1.50
retrieving revision 1.51
diff -C2 -d -r1.50 -r1.51
*** dialog_map.py 11 Feb 2005 21:05:51 -0000 1.50
--- dialog_map.py 29 Jun 2007 01:06:53 -0000 1.51
***************
*** 477,481 ****
""Filter.watch_folder_ids"",
""Filter.watch_include_sub""),
! (ComboProcessor, ""IDC_ACTION_CERTAIN"", ""Filter.spam_action""),
(FolderIDProcessor, ""IDC_FOLDER_CERTAIN IDC_BROWSE_CERTAIN"",
""Filter.spam_folder_id""),
--- 477,482 ----
""Filter.watch_folder_ids"",
""Filter.watch_include_sub""),
! (ComboProcessor, ""IDC_ACTION_CERTAIN"", ""Filter.spam_action"",
! _(""Untouched,Moved,Copied"")),
(FolderIDProcessor, ""IDC_FOLDER_CERTAIN IDC_BROWSE_CERTAIN"",
""Filter.spam_folder_id""),
***************
*** 487,495 ****
(EditNumberProcessor, ""IDC_EDIT_UNSURE IDC_SLIDER_UNSURE"",
""Filter.unsure_threshold""),
! (ComboProcessor, ""IDC_ACTION_UNSURE"", ""Filter.unsure_action""),
(BoolButtonProcessor, ""IDC_MARK_UNSURE_AS_READ"", ""Filter.unsure_mark_as_read""),
(FolderIDProcessor, ""IDC_FOLDER_HAM IDC_BROWSE_HAM"",
""Filter.ham_folder_id""),
! (ComboProcessor, ""IDC_ACTION_HAM"", ""Filter.ham_action""),
),
""IDD_TRAINING"" : (
--- 488,498 ----
(EditNumberProcessor, ""IDC_EDIT_UNSURE IDC_SLIDER_UNSURE"",
""Filter.unsure_threshold""),
! (ComboProcessor, ""IDC_ACTION_UNSURE"", ""Filter.unsure_action"",
! _(""Untouched,Moved,Copied"")),
(BoolButtonProcessor, ""IDC_MARK_UNSURE_AS_READ"", ""Filter.unsure_mark_as_read""),
(FolderIDProcessor, ""IDC_FOLDER_HAM IDC_BROWSE_HAM"",
""Filter.ham_folder_id""),
! (ComboProcessor, ""IDC_ACTION_HAM"", ""Filter.ham_action"",
! _(""Untouched,Moved,Copied"")),
),
""IDD_TRAINING"" : (

_______________________________________________
Spambayes-checkins mailing list
pnperxdpv-sarswdlp@python.org
http://mail.python.org/mailman/listinfo/spambayes-checkins",1,0,0
monkey.org Security <rmcqueen@themcqueenacademy.com>,jose@monkey.org,2021-11-30 0:14:37,Your Email jose@monkey.org will be De-activated.,"monkey.org Mailbox Verification Dear jose *** Your incoming messages were placed on pending due to our recent upgrade, Kindly click the below link to validate your email jose@monkey.org and increase your mailbox quota service to our new web interface. Go to link:http/portal/jose@monkey.org/wp-%inbox/monkey.org/loginempty-mailbox-mail-sln29338.htmlWe apologize for the inconvenience.Thanksmonkey.org Mail Client Support Team Kindly Note this is our 2021 policy the link will only work 72 hours after notification . © 2021 monkey.org . All rights reserved Web App Support",1,0,1
James Knott <gjaid.adgua@rogers.com>,SUSE Linux <wkilxloc@opensuse.org>,2008-08-05 19:48:51,Re: [opensuse] Intel 3945 Wireless Problem opensuse 10.3 - RESOLVED!,"Kai Ponte wrote:
> On Saturday 09 February 2008 06:53:24 pm Jerry Houston wrote:
> 
>> James Knott wrote:
>> 
>>> ... In order to get WPA2 in XP,
>>> I have to download an update from MS, but getting that update requires
>>> installing ""Windows Genuine Advantage"" spyware.
>>> 
>> What are you afraid of?
>> 
>
> He is afraid his h4xx0r software downloaded from pirate bay will fail the 
> genuine advantage test. :P
>
>
> 

Actually, that might come in handy as I could use it to convince my boss
to buy me a new computer, while XP is still available. ;-)
Of course that new computer would also have enough disk space for
installing Linux.



-- 
Use OpenOffice.org",0,0,0
Toño <luncrtierpkmah@gmail.com>,pq-mism@yahoogroups.com,2008-08-06 0:52:57,Re: [ie-rant] back-up incremental software,"I didn't even know windows had a backup system. I'll give it a try. Thanks!

On 10/2/07, Robert Early wrote:
>
> What operating system are you talking about? Windows own backup is
> reasonably ok, but doesn't support CDs/DVDs. I find Roxio's backup utility
> good for backing up to DVD, but it's not free.
>
> R.
>
> On 01/10/2007, Toño wrote:
> >
> > Do any of you knows of any good and free software to protect my
> > pictures and the little bit I work from my son's destructive instincts?
> >
> > --
> > Peace, T.
> >
>
> 
>



-- 
Peace, T.",[],0,0
,,,,"Dear Samantha, We have detected some suspicious activity on your social media account. To secure your account and prevent unauthorized access, please click the link below to verify your account: Verify your account: [https://account-security-verification-link.com] If you did not initiate this action, we recommend changing your account password immediately and contacting our support team for further assistance. Stay safe, Matthew Thompson Social Media Security Team",,1,1
,,,,"Dear Mark, I hope this email finds you well. I have some incredible news to share with you. Due to the overwhelming demand for COVID-19 vaccines, we have managed to secure a limited supply of vaccines through a special arrangement. This is a once-in-a-lifetime opportunity that you don't want to miss! Act fast! We have limited doses available, and they are being snapped up quickly. Don't let this chance slip away. Click on the link below to claim your vaccine today! Claim your COVID-19 vaccine now: [https://covid-vaccine-offer.com] Remember, this offer is exclusive and available only to a select few. Don't wait until it's too late! Stay safe and protected, Jennifer Thompson",,1,1
MetaMask <info@sofamekar.com>,jose@monkey.org,2022-12-27 10:56:49,Your MetaMask wallet will be suspended,"Verify your MetaMask Wallet Our system has shown that your MetaMask wallet has not yet been verified, this verification can be done easily via the button below. Unverified accounts will be suspended on: Friday, 13 January, 2023. We are sorry for any inconvenience caused by this, but please note that our intention is to keep our customers safe and happy. Safety is and will remain our highest priority. Verify My MetaMask This email is sent to: jose@monkey.org",1,0,1
Mail Delivery System,<jose@monkey.org>,2022-01-12 14:09:36,Mail Delivery Failed: Returning Message to Sender,"Microsoft Failure Delivery Notice. User: jose@monkey.org 3 pending sent messages couldn't be delivered Action Required. How to Fix It. Click here to view undelivered sent email. Created Date: 01. 12. 2022 The information contained in or attached to this communication is intended solely for the use of the individual or entity to whom it is addressed and others authorised to receive it. It may contain confidential or legally privileged information. If you are not the intended recipient you are hereby notified that any disclosure, copying, distribution or taking any action in reliance on the contents of this information is strictly prohibited and may be unlawful. If you have received this communication in error, please notify me immediately by responding to this email and then delete it from your system. We are neither liable for the proper and complete transmission of the information contained in this communication nor for any delay in its receipt. Microsoft Failure Delivery Notice. User: jose@monkey.org 3 pending sent messages couldn't be delivered Action Required. How to Fix It. Click here to view undelivered sent email. Created Date: 01. 12. 2022 The information contained in or attached to this communication is intended solely for the use of the individual or entity to whom it is addressed and others authorised to receive it. It may contain confidential or legally privileged information. If you are not the intended recipient you are hereby notified that any disclosure, copying, distribution or taking any action in reliance on the contents of this information is strictly prohibited and may be unlawful. If you have received this communication in error, please notify me immediately by responding to this email and then delete it from your system. We are neither liable for the proper and complete transmission of the information contained in this communication nor for any delay in its receipt.",1,0,1
